Record,Site_ID,Lat_Field,Long_Field,DRNAREA_mi2,Stream_name,Period,Region,Climate Class,Original Site,Class_actual,Class_nominal,Class_OSDAM,Class_final,Class_comb,SI_macro,SI_amph,SI_fish,Date,Time_tot,B&B,Structure,Texture,Erosion,Deposition,Sinuosity,Headcuts,GW,Springs,Leaflitter,Debris,Redox,Wetl_pl_M09,Roots,Mosses,Bacteria,Macro_M08,Macro_M09,Amph_M08,Amph_M09,Fish,Lichen,Riparian,Tot_geo_M09,Tot_hyd,Tot_bio_M09,Tot_all_M09,Width,Length,Slope_v,Slope_t,%Bedrock,SW_char,%SF,%SF_hyp,Pools,Q,Temp,Conduct,Thalwag,Straight,Ratio,Bends,Trichop,Hemip,Coleop,Decap,Ephem,Plecop,Basom,Odon,Other_macro,Macro_M09b,Macro_ind,Amph_ind,Wtl_pl_ind,Wet_hole,Dry_hole,Condition,Condition_2,Macro_present,Wtl_pl_present,Ephem_present,Per_macro_present,Slope_16,Slope_10_5
338,424,44.41079,-123.34331,0.05,Hull Creek,F09,OR_w,W,N,E,P,E,E,E,0,0,0,8/10/2009,0:22,1,1,1,0.5,0,3,0,0,0,0.5,0.5,0,0.5,1,0,0,0,0,0,0,0,0,0,6.5,1,1.5,9,0.7,30,8,6,0,Surface water absent,0,0,0,0,NA,NA,30,22,1.36,2.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,natural,natural,0,0,0,0,0,1
339,425,44.71386,-123.3274,0.17,Unnamed trib to Staats Creek,F09,OR_w,W,N,E,E,I,E,E,0,0,0,8/12/2009,0:32,2,2,3,1,2,3,1,0,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,14,1,1.5,16.5,0.46,30,8,6,0,Surface water absent,0,0,0,0,NA,NA,30,23,1.3,2.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,natural,natural,0,0,0,0,0,1
340,426,44.7194,-123.32548,0.23,Unnamed trib to Staats Creek,F09,OR_w,W,N,P,E,P,P,P,1,1,0,8/12/2009,0:28,3,3,3,1.5,3,2,1.5,0,0,1.5,1.5,0,0.5,3,0,0,2,3,0.5,1.5,0,0,0,17,3,8,28,0.73,33.6,15,13,0,Continuous surface flow,100,100,NA,0.001103552,16.5,54,33.6,28.4,1.18,3,1,0,0,0,2,1,0,0,0,4,free living caddisfly,amphibian eggs,VNA,-30,NA,natural,natural,1,0,1,1,0,0
341,427,43.84355,-122.68997,4.73,Unnamed trib to Goodman Creek,F09,OR_w,W,N,E,P,E,E,E,0,0,0,9/9/2009,0:21,2,2,2,1,0,1,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,9.5,0,0.5,10,0.6,30,35,32,0,Surface water absent,0,0,0,0,NA,NA,30,27.8,1.08,1,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,natural,natural,0,0,0,0,1,0
342,429,44.591331,-123.310949,0.57,Unnamed trib to Oak Creek,F09,OR_w,W,N,P,P,P,I,I,1,0,1,8/12/2009,0:27,3,3,2,1.5,2,3,1.5,2,0,0,1,1.5,0.75,3,0,0,2,2,0,0,3,0,0,16,4.5,8.75,29.25,1.1,50.6,6,5,0,No observable surface flow but at least one pool present,0,100,5,TS,15.2,373,50.6,41,1.23,4,2,3,0,0,1,0,0,0,1,2,northern caddisfly,none,VNA,0,NA,natural,natural,1,1,0,0,0,1
343,430,44.58888,-123.3165,0.02,Unnamed trib to Oak Creek,F09,OR_w,W,N,I,E,I,I,E,0,0,0,8/12/2009,0:28,3,3,2,1.5,3,1,1,0,0,0,0.5,0,0.75,2,0,0,0,0,0,0,0,0,0,14.5,0.5,2.75,17.75,0.53,30,5,5,0,Surface water absent,0,0,0,0,NA,NA,30,27.9,1.08,4.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,natural,natural,0,1,0,0,0,1
344,431,44.409251,-123.331845,0.3,Unnamed trib to Hull Creek,F09,OR_w,W,N,I,P,E,I,E,0,0,0,8/10/2009,0:15,2,1,0,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,3.5,0,0.75,4.25,0.76,36,4,4,0,Surface water absent,0,0,0,0,NA,NA,36,35.2,1.02,2,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,natural,natural,0,1,0,0,0,1
345,432,44.41081,-123.33764,0.19,Unnamed trib to Hull Creek,F09,OR_w,W,N,I,P,I,E,E,0,0,0,8/10/2009,0:31,2,2,1,1.5,2,1,1.5,0,0,0.5,0.5,0,0.5,1,1.5,0,0,0,0,0,0,0,0,11,1,3,15,0.83,30,8,7,0,Surface water absent,0,0,0,0,NA,NA,30,28,1.07,1.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,natural,natural,0,0,0,0,0,1
346,433,44.38992,-123.32309,0.11,Unnamed trib to Grey Creek,F09,OR_w,W,N,E,E,E,E,E,0,0,0,8/10/2009,0:23,3,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3.5,0,2,5.5,1.3,57,0,0,0,Surface water absent,0,0,0,0,NA,NA,57,57,1,0,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,ditched,ditched,0,0,0,0,0,1
347,CL57,44.34944,-122.78129,8.44,Unnamed trib to Calapooia River,F09,OR_w,W,N,I,P,P,I,I,1,1,1,8/13/2009,0:33,3,3,3,1.5,3,3,1,0,3,0,1,0,0.75,3,0,0,2,3,1,1,3,0,0,17.5,4,10.75,32.25,2.03,97.3,4,3,5,Surface flow present but not continuous,2,50,3,TS,16.5,97.6,57,46,1.24,1,0,3,0,0,0,0,2,0,0,4,Juga,bullfrog,VNA,NA,-40,natural,natural,1,1,0,1,0,1
348,CL65,44.371529,-122.916332,0.67,Unnamed trib to Calapooia River,F09,OR_w,W,N,I,P,E,I,I,1,0,0,8/13/2009,0:24,3,1,3,1,0,0,0,0,0,0,1,0,0.75,0,0,0,2,2,0,0,0,0,0,8,1,2.75,11.75,1.6,66.6,3,3,0,Surface water absent,0,0,0,0,NA,NA,66.6,66.6,1,0,3,0,0,0,0,0,3,0,0,2,northern caddisfly,none,VNA,NA,-50,ditched,ditched,1,1,0,0,0,1
349,CL68B,44.47415,-122.9884,10.4,Butte Creek,F09,OR_w,W,N,I,P,I,I,I,1,0,0,8/13/2009,0:44,3,2,1,1.5,3,0,0,0,0,0,1,1.5,1.5,0,0,0,2,3,0,0,0,0,0,10.5,2.5,4.5,17.5,5.16,193.3,1,1,0,Surface water absent,0,0,0,0,NA,NA,100,100,1,1.5,1,0,3,0,0,0,4,0,0,4,Juga,none,VNA,NA,-50,ditched,ditched,1,1,0,1,0,1
350,CL68H,44.45261,-123.03905,5.39,Unnamed trib to Butte Creek,F09,OR_w,W,N,I,P,E,I,E,0,0,0,8/13/2009,0:20,3,1,1,1.5,1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,7.5,0,1.5,9,2.9,126.6,1,1,0,Surface water absent,0,0,0,0,NA,NA,126.6,126.6,1,0,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,ditched,ditched,0,1,0,0,0,1
351,CL68I,44.47963,-123.05912,1.73,Unnamed trib to Butte Creek,F09,OR_w,W,N,E,P,E,E,E,0,0,0,8/13/2009,0:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,134.6,1,1,0,Surface water absent,0,0,0,0,NA,NA,100,100,1,0,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-30,ditched,ditched,0,0,0,0,0,1
352,CL69C,44.38091,-123.07752,8.72,Unnamed trib to Spoon Creek,F09,OR_w,W,N,I,P,I,I,I,1,0,1,8/26/2009,0:28,3,2,1,1.5,0,0,0,0,0,0,1.5,1.5,0.75,0,0.5,0,3,3,0.5,1.5,3,0,0,7.5,3,8.75,19.25,2.06,81.33,1,1,0,No observable surface flow but at least one pool present,0,0,1,0,14.9,1524,81.33,81.3,1,2,0,3,0,0,1,1,2,0,0,3,5 EPT,tadpoles,VNA,NA,-50,ditched,ditched,1,1,0,0,0,1
353,CL70,44.48653,-123.07986,2.31,Unnamed trib to Calapooia River,F09,OR_w,W,N,I,P,E,I,E,0,0,0,8/13/2009,0:25,3,3,1,1.5,1,0,0,0,0,0,1,0,0.75,1,0,0,0,0,0,0,0,0,0,9.5,1,1.75,12.25,1.66,72,2,2,0,Surface water absent,0,0,0,0,NA,NA,72,70,1.03,2,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,ditched,ditched,0,1,0,0,0,1
354,CL72PT7,44.48995,-123.11857,7.76,Shed Slough,F09,OR_w,W,N,I,P,I,I,I,1,0,1,8/26/2009,0:28,3,1,1,1,1,2,0,0,0,0,1.5,1.5,1.5,0,1,0,3,3,0,0,3,0,0,9,3,8.5,20.5,3.23,120,1,1,0,No observable surface flow but at least one pool present,0,0,2,0,16.8,425.5,120,99.4,1.21,0,2,1,3,0,1,1,3,0,2,4,mussels,none,VNA,-30,-50,ditched,ditched,1,1,0,1,0,1
355,CL73A,44.49751,-123.14067,2.88,Unnamed trib to Calapooia River,F09,OR_w,W,N,I,I,E,I,E,0,0,0,8/26/2009,0:15,1,0,0,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,1.5,0,0.75,2.25,4.93,200,1,1,0,Surface water absent,0,0,0,0,NA,NA,100,100,1,0,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,ditched,ditched,0,1,0,0,0,1
356,CL75C,44.57508,-123.00841,3.76,Little Oak Creek,F09,OR_w,W,N,I,I,E,I,E,0,0,0,8/13/2009,0:25,3,1,0,1.5,1,0,0,0,0,0,0,1.5,0.75,0,0,0,0,0,0,0,0,0,0,6.5,1.5,0.75,8.75,3.1,105.3,1,1,0,Surface water absent,0,0,0,0,NA,NA,100,100,1,0,0,0,0,0,0,0,0,0,0,1,none,none,VNA,NA,-50,ditched,ditched,0,1,0,0,0,1
357,701,47.36793,-122.0918,0.61,Unnamed trib to Jenkins Creek,F10,WA_w,W,Y,E,E,E,E,E,0,0,0,8/18/2010,0:22,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0,0,0,VNA,0,VNA,0,0,0,0,3,0,0.5,3.5,0.8,30,0,0,0,Surface water absent,0,0,0,0,NA,NA,30,14,2.14,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Populus balsamifera,NA,-50,ditched,modified natural,0,0,0,0,0,1
358,702,47.43418,-121.97229,5.86,Holder Creek,F10,WA_w,W,Y,P,P,P,P,P,1,0,1,8/18/2010,1:40,3,3,3,1.5,3,3,0,0,0,1.5,1.5,0,1.5,3,0,0,VNA,3,VNA,0,2,0,3,16.5,3,12.5,32,7.53,200,4,2,0,Continuous surface flow,100,100,0,0.089,13.7,118.9,200,122,1.64,3.5,3,0,2,0,3,3,0,0,0,4,riffle beetle,NA,Mimulus guttatus (monkey flower),-10,NA,natural,natural,1,1,1,1,0,1
359,704,47.49825,-122.84756,0.16,Unnamed trib to Mission Creek,F10,WA_w,W,Y,I,I,I,I,I,1,0,0,8/17/2010,0:35,2,0,3,0.5,0,3,0,0,0,0,0.5,0,1.5,0,0,0,VNA,2,VNA,0,0,0,2,8.5,0.5,5.5,14.5,1.13,45,1,1,0,Surface water absent,0,0,0,0,NA,NA,45,35,1.29,4,1,0,0,0,0,0,0,0,0,2,caddisfly,NA,Carex obnupta,NA,-20,modified natural,ditched,1,1,0,0,0,1
360,705,47.49915,-122.85064,3.67,Mission Creek,F10,WA_w,W,Y,I,P,P,I,I,1,0,0,8/17/2010,1:32,3,3,3,1.5,3,3,0,0,0,1.5,1.5,0,1.5,3,0,0,VNA,2,VNA,0,0,0,3,16.5,3,9.5,29,4.96,198.6,2,1,0,Surface water absent,0,0,0,0,NA,NA,198.6,164,1.21,5,3,0,0,0,0,0,0,0,0,2,northern caddisfly,NA,Mimulus guttatus (monkey flower),NA,-50,natural,natural,1,1,0,0,0,1
361,706,47.48909,-122.85938,0.003,Unnamed trib to Mission Creek,F10,WA_w,W,Y,E,I,I,E,E,0,0,0,8/17/2010,0:29,2,2,3,1,1,3,1.5,0,0,0,0.5,0,0.5,2,0,0,VNA,0,VNA,0,0,0,0,13.5,0.5,2.5,16.5,0.53,30,13,10,0,Surface water absent,0,0,0,0,NA,NA,30,22.5,1.33,2,0,0,0,0,0,0,0,0,0,0,NA,NA,Thuja plicata (western redcedar),NA,-50,natural,natural,0,0,0,0,0,0
362,707,47.48921,-122.85963,0.003,Unnamed trib to Mission Creek,F10,WA_w,W,Y,E,I,I,E,E,0,0,0,8/17/2010,0:35,3,3,3,1.5,3,1,1.5,0,0,0.5,1.5,0,0.5,2,0,0,VNA,0,VNA,0,0,0,1,16,2,3.5,21.5,0.8,32,11,10,0,Surface water absent,0,0,0,0,NA,NA,32,29.5,1.08,1.5,0,0,0,0,0,0,0,0,0,0,NA,NA,Thuja plicata (western redcedar),NA,-50,natural,natural,0,0,0,0,0,0
363,708,47.47025,-122.86085,1.39,Unnamed trib to Mission Creek,F10,WA_w,W,Y,P,P,P,I,I,1,0,1,8/17/2010,2:18,3,3,3,1.5,3,3,1.5,2,0,1.5,1,1.5,1.5,3,0,0,VNA,3,VNA,0,3,0,3,18,6,13.5,37.5,3.1,124,3,2,0,Continuous surface flow,100,100,0,TS,15.1,48.6,124,93,1.33,3,3,4,0,1,1,2,0,1,0,4,free living caddisfly,NA,Lysichiton americanum (skunk cabbage),-30,NA,natural,natural,1,1,0,1,0,1
364,709,47.44029,-122.93584,3.86,Unnamed trib to Tahuya River,F10,WA_w,V,Y,P,P,P,I,I,1,0,1,8/19/2010,1:20,3,2,3,1.5,3,NR,1.5,0,0,1.5,1,1.5,1.5,3,0,1,VNA,3,VNA,0,1,0,3,14,4,12.5,30.5,2.5,100,1,1,0,Continuous surface flow,100,100,0,0.00893,NR,NR,NR,100,NR,NR,0,0,0,1,1,1,0,0,0,4,Mussels,NA,Carex obnupta,-30,NA,natural,natural,1,1,0,1,0,1
365,710,47.4397,-122.94479,0.01,Unnamed trib to Tahuya River,F10,WA_w,V,Y,I,P,I,E,E,0,0,0,8/19/2010,1:15,3,3,3,1.5,2,1,1.5,0,0,0,1,0,0.5,1,0,0,VNA,0,VNA,0,0,0,0,15,1,1.5,17.5,0.83,33,16,15,0,Surface water absent,0,0,0,0,NA,NA,33,31,1.06,1.5,0,0,0,0,0,0,0,0,0,0,NA,NA,Alnus rubra (red alder),NA,-15,natural,natural,0,0,0,0,1,0
366,711,47.43924,-122.95941,0.83,Unnamed trib from Collins lake to Tahuya River,F10,WA_w,V,Y,I,P,P,I,I,0,0,1,8/17/2010,0:53,3,3,3,1.5,3,3,1,3,0,1,1.5,0,1.5,3,0,0,VNA,2,VNA,0,3,0,3,17.5,5.5,12.5,35.5,3,120,3,2,0,No observable surface flow but at least one pool present,0,0,2,0,NA,NA,120,97,1.24,6,3,0,0,0,2,2,0,0,0,2,mayflies,NA,Oenanthe sarmentosa (water parsley),NA,0,natural,natural,1,1,1,0,0,1
367,712,47.43306,-122.97601,0.09,Unnamed trib to Tahuya River,F10,WA_w,V,Y,I,E,I,I,E,0,0,0,8/17/2010,0:55,3,3,3,1,2,2,1.5,0,0,0,1,0,1.5,1,0,0,VNA,0,VNA,0,0,0,1,15.5,1,3.5,20,1.1,44,5,4,0,Surface water absent,0,0,0,0,NA,NA,44,37.4,1.18,4.5,0,0,0,0,0,0,0,0,0,0,NA,NA,Carex obnupta,NA,-25,natural,natural,0,1,0,0,0,1
368,713,47.43116,-122.98071,0.01,Unnamed trib to Tahuya River,F10,WA_w,V,Y,E,I,E,E,E,0,0,0,8/17/2010,0:40,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,VNA,0,VNA,0,0,0,0,0,0,0.5,0.5,0,30,3,3,0,Surface water absent,0,0,0,0,NA,NA,30,30,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Epilobium ciliatum,NA,-25,modified natural,modified natural,0,0,0,0,0,1
369,714,47.43161,-122.9831,0.01,Unnamed trib to Tahuya River,F10,WA_w,V,Y,E,I,E,E,E,0,0,0,8/17/2010,0:40,1,0,1,0.5,1,1,0.5,0,0,0,0,0,0.5,0,0,0,VNA,0,VNA,0,0,0,0,5,0,0.5,5.5,0.1,30,11,11,0,Surface water absent,0,0,0,0,NA,NA,30,29,1.03,2,0,0,0,0,0,0,0,0,0,0,NA,NA,Pyrola asarifolia,NA,-40,natural,natural,0,0,0,0,0,0
370,715,47.59156,-123.11531,2.39,Watson Creek,F10,WA_w,V,Y,P,P,P,P,P,1,1,1,8/18/2010,2:00,3,3,3,1.5,3,3,1,0,0,1.5,1.5,0,0.75,3,0,0,VNA,3,VNA,1.5,1,1,2,17.5,3,12.25,32.75,6.5,200,7,5,0,Surface flow present but not continuous,90,90,0,0.01694,14,66.7,200,140,1.43,5,2,4,1,0,2,2,0,0,0,4,golden stonefly,amphibian eggs,Viola glabella,-30,-20,natural,natural,1,1,1,1,0,1
371,716,47.51377,-123.14085,0.67,East Fork Lilliwuap creek,F10,WA_w,V,Y,P,P,P,P,P,1,1,0,8/18/2010,1:45,3,3,3,1.5,3,2,1.5,0,0,1.5,1.5,0,0.5,3,0,0,VNA,3,VNA,1.5,0,1,2,17,3,11,31,4.07,163,13,11,0,Continuous surface flow,100,100,0,0.00908,13.8,58.4,163,143,1.14,4.5,3,3,2,0,2,0,0,0,0,4,golden stonefly,amphibian eggs,Alnus rubra (red alder),-20,NA,natural,natural,1,0,1,1,0,0
372,717,47.50995,-123.14663,0.02,Unnamed trib to Lilliwaup creek,F10,WA_w,V,Y,E,I,I,E,E,0,0,0,8/18/2010,0:40,3,2,3,1.5,3,1,1.5,0,0,0,1,0,0.5,2,0,0,VNA,0,VNA,0,0,0,0,15,1,2.5,18.5,2.06,82,10,9,0,Surface water absent,0,0,0,0,NA,NA,82,77,1.06,2.5,0,0,0,0,0,0,0,0,0,0,NA,NA,Alnus rubra (red alder),NA,-10,ditched,ditched,0,0,0,0,0,1
373,718,47.51093,-123.15,0.46,Unnamed trib to Lilliwaup creek,F10,WA_w,V,Y,I,P,P,I,I,1,0,0,8/19/2010,0:40,3,3,3,1.5,3,1,1.5,3,0,1,1.5,0,0.5,3,0,0,VNA,3,VNA,0,0,0,1,16,5.5,7.5,29,2.13,85,5,5,0,Surface flow present but not continuous,5,15,0,TS,NA,NA,85,78,1.09,4,1,0,1,0,0,0,0,0,0,4,riffle beetle,NA,Thuja plicata (western redcedar),NR,0,natural,natural,1,0,0,1,0,1
374,720,46.21464,-123.29617,2.72,Unnamed trib to Beaver Creek,F10,WA_w,V,Y,P,I,P,P,P,1,0,0,8/18/2010,0:40,3,3,3,1.5,3,3,1.5,2,0,1.5,1.5,1.5,1.5,3,0,0,VNA,3,VNA,0,0,0,3,18,6.5,10.5,35,1.5,60,22,14,0,Continuous surface flow,100,100,0,0.00063,13.6,46.3,60,39,1.54,3.5,0,2,0,0,2,1,3,0,0,4,Juga,NA,Lysichiton americanum (skunk cabbage),-20,NA,natural,natural,1,1,1,1,1,0
375,722,46.20208,-123.29405,0.06,Unnamed trib to Beaver Creek,F10,WA_w,V,Y,P,E,P,P,P,1,0,0,8/18/2010,0:35,3,3,3,1.5,3,0,1,2,3,1.5,1.5,0,1.5,3,0,0,VNA,3,VNA,1,0,0,3,14.5,8,11.5,34,1.46,42,22,22,0,Continuous surface flow,100,100,0,0.00022,11,66.1,42,41.6,1.01,0,2,2,0,0,3,0,0,0,0,4,saddle case maker caddisfly,NA,Lysichiton americanum (skunk cabbage),-10,NA,natural,natural,1,1,1,1,1,0
376,723,46.21503,-123.29454,0.18,Unnamed trib to Beaver Creek,F10,WA_w,V,Y,P,P,P,P,P,1,0,0,8/18/2010,0:42,3,3,3,1.5,3,2,1,3,0,1.5,1.5,1.5,1.5,3,0,0,VNA,3,VNA,0,0,0,3,16.5,7.5,10.5,34.5,1.63,65.3,11,10,0,Continuous surface flow,100,100,0,0.00988,13.6,46.7,65.3,56.4,1.16,5,3,3,0,0,3,2,3,0,0,4,Juga,NA,Lysichiton americanum (skunk cabbage),30,NA,natural,natural,1,1,1,1,0,0
377,724,46.22933,-123.29079,0.08,Unnamed trib to Beaver Creek,F10,WA_w,V,Y,P,E,P,P,P,0,0,0,8/19/2010,0:48,3,2,3,1.5,3,0,1.5,2,3,1.5,1,1.5,0.5,3,0,0,VNA,3,VNA,0,0,0,3,14,9,9.5,32.5,1.06,42.6,18,18,0,Continuous surface flow,100,100,0,TS,12.4,45,42.6,41.5,1.03,1,0,0,0,0,3,3,0,0,0,4,golden stonefly,NA,Tolmei menzieii (piggyback plant),-10,NA,modified natural,natural,1,0,1,1,1,0
378,725,46.23364,-123.27167,0.07,Unnamed trib to Mill Creek,F10,WA_w,V,Y,P,I,P,I,I,0,0,0,8/19/2010,0:30,3,2,3,1.5,3,1,1,2,0,1,1,1.5,0.5,3,0,0,VNA,2,VNA,0,0,0,3,14.5,5.5,8.5,28.5,0.6,30,3,3,0,Continuous surface flow,100,100,0,TS,12,24,30,28.5,1.05,1.5,0,0,0,0,3,0,0,0,0,2,forestfly,NA,Tolmei menzieii (piggyback plant),-30,NA,natural,natural,1,0,1,0,0,1
379,730,47.58446,-123.09101,0.08,Unnamed trib to Hamma River,F10,WA_w,V,Y,E,I,I,E,E,0,0,0,8/18/2010,0:43,3,3,3,1.5,2,1,1,0,0,1,1.5,0,0.5,2,0,0,VNA,0,VNA,0,0,0.5,0,14.5,2.5,3,20,0.83,33.3,14,14,35,Surface water absent,0,0,0,0,NA,NA,33.3,31.7,1.05,1.5,0,0,0,0,0,0,0,0,0,0,NA,NA,Thuja plicata (western redcedar),NA,-15,natural,natural,0,0,0,0,0,0
380,731,47.59242,-123.18806,0.01,Unnamed trib to Hamma River,F10,WA_w,V,Y,E,P,I,E,E,0,0,0,8/19/2010,0:55,3,3,3,1.5,3,2,1.5,0,0,0.5,1.5,0,0.5,1,0,0,VNA,0,VNA,0,0,0,0,17,2,1.5,20.5,1.47,58,47,40,10,Surface water absent,0,0,0,0,NA,NA,58,49,1.18,3,0,0,0,0,0,0,0,0,0,0,NA,NA,Thuja plicata (western redcedar),NA,-10,natural,natural,0,0,0,0,1,0
381,732,47.59639,-123.17448,0.05,Unnamed trib to Hamma River,F10,WA_w,W,N,P,E,P,P,P,1,0,0,8/19/2010,1:45,3,3,3,1.5,3,2,1.5,0,0,1.5,1,0,0.5,3,0,0,VNA,3,VNA,1.5,0,0,1,17,2.5,9,28.5,2.03,81,27,24,0,Continuous surface flow,100,100,0,0.0198,11.6,85.2,81,72,1.13,2,2,0,0,0,3,2,0,0,0,4,free living caddisfly,amphibian eggs,Alnus rubra (red alder),0,NA,natural,natural,1,0,1,1,1,0
382,740,43.14193,-115.60078,2.64,Unnamed trib to East Side Cannal,F10,ID_c,S,Y,E,I,E,E,E,0,0,0,9/29/2010,0:15,2,0,2,0.5,0,2,0,0,0,0,0,0,0,2,0,0,VNA,0,VNA,0,0,0,0,6.5,0,2,8.5,2.36,50,1,1,0,Surface water absent,0,0,0,0,NA,NA,50,45.6,1.1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-40,natural,natural,0,0,0,0,0,1
383,741,43.13926,-115.59671,0.51,Unnamed trib to East Side Cannal,F10,ID_c,S,Y,E,I,E,E,E,0,0,0,9/29/2010,0:10,2,0,2,0.5,0,1,0,0,0,0,0,0,0,3,0,0,VNA,0,VNA,0,0,0,0,5.5,0,3,8.5,0.7,30,1,1,0,Surface water absent,0,0,0,0,NA,NA,30,28,1.07,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-50,natural,natural,0,0,0,0,0,1
384,742,43.13131,-115.53141,5.3,Unnamed trib to Dry Creek,F10,ID_c,S,Y,I,I,I,E,E,0,0,0,9/29/2010,0:19,3,0,1,0.5,3,3,0,0,0,0,0,0,0,2,0,0,VNA,0,VNA,0,0,0,0,10.5,0,2,12.5,7.33,100,1,1,0,Surface water absent,0,0,0,0,NA,NA,100,61,1.64,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-50,modified natural,modified natural,0,0,0,0,0,1
385,743,43.12477,-115.4978,12.03,Hot Springs Creek,F10,ID_c,S,Y,I,I,I,I,I,0,0,0,9/29/2010,0:23,3,3,3,1.5,3,2,0,0,0,1,0,0,0.75,3,0,0,VNA,2,VNA,0,0,0,2,15.5,1,7.75,24.25,2.75,110,1,1,0,Surface water absent,0,0,0,0,NA,NA,100,84,1.19,2,3,0,0,0,0,0,0,0,0,2,northern caddisfly,NA,Juncus balticus,NA,-50,natural,natural,1,1,0,0,0,1
386,744,43.12227,-115.47954,0.15,Unnamed trib to Hot Springs Creek,F10,ID_c,S,Y,E,I,E,E,E,0,0,0,9/29/2010,0:15,2,0,3,0.5,0,0,0,0,0,0,0,0,0,2,0,0,VNA,0,VNA,0,0,0,0,5.5,0,2,7.5,0.96,38.6,2,2,0,Surface water absent,0,0,0,0,NA,NA,38.6,38.3,1.01,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-40,natural,natural,0,0,0,0,0,1
387,745,43.20457,-115.55507,8.96,Rattlesnake Creek,F10,ID_c,S,Y,P,P,P,P,P,1,0,0,9/28/2010,0:34,3,3,3,1.5,3,0,0.5,1,0,1.5,0.5,0,1.5,3,0.5,0,VNA,3,VNA,0,0,0,3,14,3,11,28,1.05,15,5,5,0,Continuous surface flow,100,100,0,0.08008,NR,NR,15,15,1,1,3,0,0,0,3,2,0,0,0,4,golden stonefly,NA,Lemna minor (duckweed),-30,NA,modified natural,modified natural,1,1,1,1,0,1
388,746,43.25084,-115.63242,1.13,Unnamed trib to Rattlesnake Creek,F10,ID_c,S,Y,I,I,I,I,I,1,0,0,9/29/2010,0:20,3,2,3,1.5,2,1,0,0,0,0,0,0,0,3,0,0,VNA,2,VNA,0,0,0,1,12.5,0,6,18.5,1.1,44,4,4,0,Surface water absent,0,0,0,0,NA,NA,44,41.4,1.06,1,3,0,0,0,0,0,0,0,0,2,northern caddisfly,NA,NA,NA,-30,natural,modified natural,1,0,0,0,0,1
389,747,43.25594,-115.68164,1.56,Unnamed trib to Canyon Creek,F10,ID_c,S,Y,I,I,I,I,I,1,0,0,9/29/2010,0:19,3,2,3,1.5,3,1,0,0,0,0,0,0,0,2,0,0,VNA,2,VNA,0,0,0,0,13.5,0,4,17.5,1.26,50.6,2,2,0,Surface water absent,0,0,0,0,NA,NA,50.6,47.4,1.07,1.5,1,0,0,0,0,0,0,0,0,2,northern caddisfly,NA,NA,NA,-40,natural,modified natural,1,0,0,0,0,1
390,748,43.91672,-115.6899,3.85,Mores Creek,F10,ID_c,W,Y,P,P,P,P,P,1,1,0,9/19/2010,1:15,3,3,3,1.5,3,3,1.5,1,0,1.5,0.5,0,0.75,3,0,0,VNA,3,VNA,1.5,0,1,3,18,3,12.25,33.25,2.8,50,6,4,0,Continuous surface flow,100,100,0,0.0492,7,63.9,50,38,1.32,2.5,4,0,0,0,4,3,0,0,0,4,golden stonefly,Tailed frog tadpole,Corydalis caseana,0,NA,natural,natural,1,1,1,1,0,1
391,749,43.92278,-115.6876,0.06,Unnamed trib to Mores Creek,F10,ID_c,W,Y,I,E,I,I,I,1,0,0,9/19/2010,0:30,3,2,3,1.5,3,1,1.5,0,0,0.5,1.5,0,0.75,0,0,0,VNA,2,VNA,0,0,0.5,1,15,2,4.25,21.25,0.46,30,19,19,0,Surface water absent,0,0,0,0,NA,NA,30,29,1.03,2,1,0,0,0,0,0,0,0,0,2,northern caddisfly,NA,Aconitum columbianum,NA,-15,natural,natural,1,1,0,0,1,0
